"","X.1","X","sampleID","collectDate","incubationPairID","soilAmmoniumNugPerGram","soilNitrateNitriteNugPerGram","soilInorganicNugPerGram","netNminugPerGramPerDay","netNitugPerGramPerDay","siteID","siteID_tosplit","plotID","soilHorizon","BD.plot.mean","BD.site.mean","bulkdensity","sample.area.cm2","sample.volume","g.soil","InorganicN.ugm2","InorganicN.ugHectare","InorganicN.gHectare","InorganicN.kgHectare"
"70",70,70,"DEJU_002-M-12.5-31-20180619","2018-06-19 20:36:00","DEJU_002-M-12.5-31",0.087,0,0.087,0.112,0.108,"DEJU","DEJU_002-M","DEJU_002","M",NA,1.173125,1.173125,10000,3e+05,351937.5,30618.5625,306185625,306.185625,0.306185625
"71",71,71,"DEJU_002-M-21-20230629","2023-06-29 17:47:00","DEJU_002-M-21-peakGreenness-2023",0.619,0.94,1.559,-0.028,-0.018,"DEJU","DEJU_002-M","DEJU_002","M",NA,1.173125,1.173125,10000,3e+05,351937.5,548670.5625,5486705625,5486.705625,5.486705625
"72",72,72,"DEJU_002-M-21.5-30-20180619","2018-06-19 21:14:00","DEJU_002-M-21.5-30",0,2.515,2.515,-0.081,-0.11,"DEJU","DEJU_002-M","DEJU_002","M",NA,1.173125,1.173125,10000,3e+05,351937.5,885122.8125,8851228125,8851.228125,8.851228125
"73",73,73,"DEJU_002-M-23-20230629","2023-06-29 18:21:00","DEJU_002-M-23-peakGreenness-2023",0.503,1.214,1.717,0,-0.031,"DEJU","DEJU_002-M","DEJU_002","M",NA,1.173125,1.173125,10000,3e+05,351937.5,604276.6875,6042766875,6042.766875,6.042766875
"74",74,74,"DEJU_002-M-39-20230629","2023-06-29 16:48:00","DEJU_002-M-39-peakGreenness-2023",0.34,0.447,0.787,0.002,0.004,"DEJU","DEJU_002-M","DEJU_002","M",NA,1.173125,1.173125,10000,3e+05,351937.5,276974.8125,2769748125,2769.748125,2.769748125
"75",75,75,"DEJU_002-O-12.5-31-20180619","2018-06-19 20:14:00","DEJU_002-O-12.5-31",0.624,0.589,1.213,-0.01,-0.006,"DEJU","DEJU_002-O","DEJU_002","O",NA,1.173125,1.173125,10000,3e+05,351937.5,426900.1875,4269001875,4269.001875,4.269001875
"76",76,76,"DEJU_002-O-21.5-30-20180619","2018-06-19 21:08:00","DEJU_002-O-21.5-30",1.851,0.091,1.942,NA,NA,"DEJU","DEJU_002-O","DEJU_002","O",NA,1.173125,1.173125,10000,3e+05,351937.5,683462.625,6834626250,6834.62625,6.83462625
"77",77,77,"DEJU_002-O-39-20230629","2023-06-29 16:39:00","DEJU_002-O-39-peakGreenness-2023",1.269,1.49,2.759,-0.011,-0.036,"DEJU","DEJU_002-O","DEJU_002","O",NA,1.173125,1.173125,10000,3e+05,351937.5,970995.5625,9709955625,9709.955625,9.709955625
"78",78,78,"DEJU_002-O-9-18-20180619","2018-06-19 21:52:00","DEJU_002-O-9-18",0.94,0.929,1.869,-0.003,-0.028,"DEJU","DEJU_002-O","DEJU_002","O",NA,1.173125,1.173125,10000,3e+05,351937.5,657771.1875,6577711875,6577.711875,6.577711875
"79",79,79,"DEJU_006-M-2.5-37.5-20180618","2018-06-18 16:55:00","DEJU_006-M-2.5-37.5",0.507,0.019,0.526,0.084,0.019,"DEJU","DEJU_006-M","DEJU_006","M",NA,1.173125,1.173125,10000,3e+05,351937.5,185119.125,1851191250,1851.19125,1.85119125
"80",80,80,"DEJU_006-M-21-20230628","2023-06-28 22:59:00","DEJU_006-M-21-peakGreenness-2023",1.627,0.528,2.154,NA,NA,"DEJU","DEJU_006-M","DEJU_006","M",NA,1.173125,1.173125,10000,3e+05,351937.5,758073.375,7580733750,7580.73375,7.58073375
"81",81,81,"DEJU_006-M-25-32.5-20180618","2018-06-18 15:59:00","DEJU_006-M-25-32.5",1.114,0.104,1.218,NA,NA,"DEJU","DEJU_006-M","DEJU_006","M",NA,1.173125,1.173125,10000,3e+05,351937.5,428659.875,4286598750,4286.59875,4.28659875
"82",82,82,"DEJU_006-M-39-20230628","2023-06-29 01:21:00","DEJU_006-M-39-peakGreenness-2023",0.461,0.201,0.662,NA,NA,"DEJU","DEJU_006-M","DEJU_006","M",NA,1.173125,1.173125,10000,3e+05,351937.5,232982.625,2329826250,2329.82625,2.32982625
"83",83,83,"DEJU_006-M-39.5-1.5-20180618","2018-06-18 17:35:00","DEJU_006-M-39.5-1.5",1.847,0.594,2.441,-0.067,-0.004,"DEJU","DEJU_006-M","DEJU_006","M",NA,1.173125,1.173125,10000,3e+05,351937.5,859079.4375,8590794375,8590.794375,8.590794375
"84",84,84,"DEJU_006-M-41-20230628","2023-06-28 23:56:00","DEJU_006-M-41-peakGreenness-2023",0.503,0.499,1.002,-0.001,-0.011,"DEJU","DEJU_006-M","DEJU_006","M",NA,1.173125,1.173125,10000,3e+05,351937.5,352641.375,3526413750,3526.41375,3.52641375
"85",85,85,"DEJU_006-O-2.5-37.5-20180618","2018-06-18 16:43:00","DEJU_006-O-2.5-37.5",0.973,0.122,1.095,0.111,-0.006,"DEJU","DEJU_006-O","DEJU_006","O",NA,1.173125,1.173125,10000,3e+05,351937.5,385371.5625,3853715625,3853.715625,3.853715625
"86",86,86,"DEJU_006-O-21-20230628","2023-06-28 22:59:00","DEJU_006-O-21-peakGreenness-2023",5.734,3.441,9.175,0.34,-0.069,"DEJU","DEJU_006-O","DEJU_006","O",NA,1.173125,1.173125,10000,3e+05,351937.5,3229026.5625,32290265625,32290.265625,32.290265625
"87",87,87,"DEJU_006-O-25-32.5-20180618","2018-06-18 15:42:00","DEJU_006-O-25-32.5",1.371,0.521,1.892,NA,NA,"DEJU","DEJU_006-O","DEJU_006","O",NA,1.173125,1.173125,10000,3e+05,351937.5,665865.75,6658657500,6658.6575,6.6586575
"88",88,88,"DEJU_006-O-39-20230628","2023-06-29 01:21:00","DEJU_006-O-39-peakGreenness-2023",2.226,1.044,3.27,0.208,0.001,"DEJU","DEJU_006-O","DEJU_006","O",NA,1.173125,1.173125,10000,3e+05,351937.5,1150835.625,11508356250,11508.35625,11.50835625
"89",89,89,"DEJU_006-O-39.5-1.5-20180618","2018-06-18 17:22:00","DEJU_006-O-39.5-1.5",10.429,0,10.429,2.721,0.026,"DEJU","DEJU_006-O","DEJU_006","O",NA,1.173125,1.173125,10000,3e+05,351937.5,3670356.1875,36703561875,36703.561875,36.703561875
"90",90,90,"DEJU_006-O-41-20230628","2023-06-28 23:56:00","DEJU_006-O-41-peakGreenness-2023",1.943,0.481,2.424,0.114,0.026,"DEJU","DEJU_006-O","DEJU_006","O",NA,1.173125,1.173125,10000,3e+05,351937.5,853096.5,8530965000,8530.965,8.530965
"91",91,91,"DEJU_009-M-16.5-31.5-20180619","2018-06-19 22:39:00","DEJU_009-M-16.5-31.5",NA,NA,NA,NA,NA,"DEJU","DEJU_009-M","DEJU_009","M",NA,1.173125,1.173125,10000,3e+05,351937.5,NA,NA,NA,NA
"92",92,92,"DEJU_009-M-21-20230628","2023-06-28 21:15:00","DEJU_009-M-21-peakGreenness-2023",0.388,0.407,0.795,0.001,0.003,"DEJU","DEJU_009-M","DEJU_009","M",NA,1.173125,1.173125,10000,3e+05,351937.5,279790.3125,2797903125,2797.903125,2.797903125
"93",93,93,"DEJU_009-M-35.5-8-20180619","2018-06-20","DEJU_009-M-35.5-8",NA,NA,NA,NA,NA,"DEJU","DEJU_009-M","DEJU_009","M",NA,1.173125,1.173125,10000,3e+05,351937.5,NA,NA,NA,NA
"94",94,94,"DEJU_009-M-36.5-23.5-20180619","2018-06-19 23:18:00","DEJU_009-M-36.5-23.5",NA,NA,NA,NA,NA,"DEJU","DEJU_009-M","DEJU_009","M",NA,1.173125,1.173125,10000,3e+05,351937.5,NA,NA,NA,NA
"95",95,95,"DEJU_009-M-39-20230628","2023-06-28 20:37:00","DEJU_009-M-39-peakGreenness-2023",0.743,1.148,1.891,NA,NA,"DEJU","DEJU_009-M","DEJU_009","M",NA,1.173125,1.173125,10000,3e+05,351937.5,665513.8125,6655138125,6655.138125,6.655138125
"96",96,96,"DEJU_009-M-41-20230628","2023-06-28 19:34:00","DEJU_009-M-41-peakGreenness-2023",0.848,1.453,2.301,0.13,0.005,"DEJU","DEJU_009-M","DEJU_009","M",NA,1.173125,1.173125,10000,3e+05,351937.5,809808.1875,8098081875,8098.081875,8.098081875
"97",97,97,"DEJU_009-O-16.5-31.5-20180619","2018-06-19 22:21:00","DEJU_009-O-16.5-31.5",NA,NA,NA,NA,NA,"DEJU","DEJU_009-O","DEJU_009","O",NA,1.173125,1.173125,10000,3e+05,351937.5,NA,NA,NA,NA
"98",98,98,"DEJU_009-O-21-20230628","2023-06-28 21:15:00","DEJU_009-O-21-peakGreenness-2023",1.923,0.77,2.693,-0.038,-0.01,"DEJU","DEJU_009-O","DEJU_009","O",NA,1.173125,1.173125,10000,3e+05,351937.5,947767.6875,9477676875,9477.676875,9.477676875
"99",99,99,"DEJU_009-O-35.5-8-20180619","2018-06-19 23:42:00","DEJU_009-O-35.5-8",NA,NA,NA,NA,NA,"DEJU","DEJU_009-O","DEJU_009","O",NA,1.173125,1.173125,10000,3e+05,351937.5,NA,NA,NA,NA
"100",100,100,"DEJU_009-O-36.5-23.5-20180619","2018-06-19 23:10:00","DEJU_009-O-36.5-23.5",NA,NA,NA,NA,NA,"DEJU","DEJU_009-O","DEJU_009","O",NA,1.173125,1.173125,10000,3e+05,351937.5,NA,NA,NA,NA
"101",101,101,"DEJU_009-O-39-20230628","2023-06-28 20:37:00","DEJU_009-O-39-peakGreenness-2023",3.472,0.52,3.992,0.167,0.162,"DEJU","DEJU_009-O","DEJU_009","O",NA,1.173125,1.173125,10000,3e+05,351937.5,1404934.5,14049345000,14049.345,14.049345
"102",102,102,"DEJU_009-O-41-20230628","2023-06-28 19:34:00","DEJU_009-O-41-peakGreenness-2023",16.178,2.49,18.668,2.653,0.119,"DEJU","DEJU_009-O","DEJU_009","O",NA,1.173125,1.173125,10000,3e+05,351937.5,6569969.25,65699692500,65699.6925,65.6996925
"103",103,103,"DEJU_014-M-14-9-20180618","2018-06-18 19:05:00","DEJU_014-M-14-9",0.998,0.485,1.484,0.009,-0.003,"DEJU","DEJU_014-M","DEJU_014","M",1.19,1.173125,1.19,10000,3e+05,357000,529788,5297880000,5297.88,5.29788
"104",104,104,"DEJU_014-M-21-20230628","2023-06-28 20:43:00","DEJU_014-M-21-peakGreenness-2023",1.591,1.047,2.638,-0.021,-0.004,"DEJU","DEJU_014-M","DEJU_014","M",1.19,1.173125,1.19,10000,3e+05,357000,941766,9417660000,9417.66,9.41766
"105",105,105,"DEJU_014-M-21-9.5-20180618","2018-06-18 19:39:00","DEJU_014-M-21-9.5",0.444,0.097,0.541,0.134,0.015,"DEJU","DEJU_014-M","DEJU_014","M",1.19,1.173125,1.19,10000,3e+05,357000,193137,1931370000,1931.37,1.93137
"106",106,106,"DEJU_014-M-23-20230628","2023-06-28 19:32:00","DEJU_014-M-23-peakGreenness-2023",0.719,0.604,1.323,0.015,0.002,"DEJU","DEJU_014-M","DEJU_014","M",1.19,1.173125,1.19,10000,3e+05,357000,472311,4723110000,4723.11,4.72311
"107",107,107,"DEJU_014-M-33.5-24.5-20180618","2018-06-18 20:21:00","DEJU_014-M-33.5-24.5",0,0.247,0.247,0.044,0.032,"DEJU","DEJU_014-M","DEJU_014","M",1.19,1.173125,1.19,10000,3e+05,357000,88179,881790000,881.79,0.88179
"108",108,108,"DEJU_014-M-39-20230628","2023-06-28 21:03:00","DEJU_014-M-39-peakGreenness-2023",2.871,0.768,3.639,0.09,0.115,"DEJU","DEJU_014-M","DEJU_014","M",1.19,1.173125,1.19,10000,3e+05,357000,1299123,12991230000,12991.23,12.99123
"109",109,109,"DEJU_014-O-14-9-20180618","2018-06-18 19:04:00","DEJU_014-O-14-9",7.173,0.843,8.016,-0.138,-0.014,"DEJU","DEJU_014-O","DEJU_014","O",1.19,1.173125,1.19,10000,3e+05,357000,2861712,28617120000,28617.12,28.61712
"110",110,110,"DEJU_014-O-21-20230628","2023-06-28 20:43:00","DEJU_014-O-21-peakGreenness-2023",11.824,0.195,12.019,-0.284,0.008,"DEJU","DEJU_014-O","DEJU_014","O",1.19,1.173125,1.19,10000,3e+05,357000,4290783,42907830000,42907.83,42.90783
"111",111,111,"DEJU_014-O-21-9.5-20180618","2018-06-18 19:32:00","DEJU_014-O-21-9.5",1.464,0.996,2.459,0.323,-0.031,"DEJU","DEJU_014-O","DEJU_014","O",1.19,1.173125,1.19,10000,3e+05,357000,877863,8778630000,8778.63,8.77863
"112",112,112,"DEJU_014-O-23-20230628","2023-06-28 19:32:00","DEJU_014-O-23-peakGreenness-2023",1.666,1.965,3.631,0.382,0.121,"DEJU","DEJU_014-O","DEJU_014","O",1.19,1.173125,1.19,10000,3e+05,357000,1296267,12962670000,12962.67,12.96267
"113",113,113,"DEJU_014-O-33.5-24.5-20180618","2018-06-18 20:14:00","DEJU_014-O-33.5-24.5",0.298,0.091,0.389,1.332,0.02,"DEJU","DEJU_014-O","DEJU_014","O",1.19,1.173125,1.19,10000,3e+05,357000,138873,1388730000,1388.73,1.38873
"114",114,114,"DEJU_014-O-39-20230628","2023-06-28 21:03:00","DEJU_014-O-39-peakGreenness-2023",23.457,3.085,26.542,0.27,0.552,"DEJU","DEJU_014-O","DEJU_014","O",1.19,1.173125,1.19,10000,3e+05,357000,9475494,94754940000,94754.94,94.75494
"115",115,115,"DEJU_015-M-15.5-2.5-20180619","2018-06-20 00:49:00","DEJU_015-M-15.5-2.5",0.063,0.472,0.535,0.005,-0.008,"DEJU","DEJU_015-M","DEJU_015","M",NA,1.173125,1.173125,10000,3e+05,351937.5,188286.5625,1882865625,1882.865625,1.882865625
"116",116,116,"DEJU_015-M-22-5.5-20180619","2018-06-20 00:13:00","DEJU_015-M-22-5.5",0.05,0.257,0.307,0.024,0.005,"DEJU","DEJU_015-M","DEJU_015","M",NA,1.173125,1.173125,10000,3e+05,351937.5,108044.8125,1080448125,1080.448125,1.080448125
"117",117,117,"DEJU_015-M-23-20230629","2023-06-29 22:29:00","DEJU_015-M-23-peakGreenness-2023",0.506,1.832,2.338,-0.004,-0.024,"DEJU","DEJU_015-M","DEJU_015","M",NA,1.173125,1.173125,10000,3e+05,351937.5,822829.875,8228298750,8228.29875,8.22829875
"118",118,118,"DEJU_015-M-37-30-20180619","2018-06-20 01:26:00","DEJU_015-M-37-30",0.17,0.505,0.675,-0.005,-0.009,"DEJU","DEJU_015-M","DEJU_015","M",NA,1.173125,1.173125,10000,3e+05,351937.5,237557.8125,2375578125,2375.578125,2.375578125
"119",119,119,"DEJU_015-M-41-20230629","2023-06-29 20:10:00","DEJU_015-M-41-peakGreenness-2023",0.511,0.349,0.859,0.007,0.009,"DEJU","DEJU_015-M","DEJU_015","M",NA,1.173125,1.173125,10000,3e+05,351937.5,302314.3125,3023143125,3023.143125,3.023143125
"120",120,120,"DEJU_015-O-15.5-2.5-20180619","2018-06-20 00:44:00","DEJU_015-O-15.5-2.5",0,0,0,0.082,0.028,"DEJU","DEJU_015-O","DEJU_015","O",NA,1.173125,1.173125,10000,3e+05,351937.5,0,0,0,0
"121",121,121,"DEJU_015-O-21-20230629","2023-06-29 21:13:00","DEJU_015-O-21-peakGreenness-2023",5.027,8.475,13.502,-0.307,-0.259,"DEJU","DEJU_015-O","DEJU_015","O",NA,1.173125,1.173125,10000,3e+05,351937.5,4751860.125,47518601250,47518.60125,47.51860125
"122",122,122,"DEJU_015-O-22-5.5-20180619","2018-06-20 00:02:00","DEJU_015-O-22-5.5",0.811,0.266,1.076,-0.028,-0.013,"DEJU","DEJU_015-O","DEJU_015","O",NA,1.173125,1.173125,10000,3e+05,351937.5,378684.75,3786847500,3786.8475,3.7868475
"123",123,123,"DEJU_015-O-23-20230629","2023-06-29 22:11:00","DEJU_015-O-23-peakGreenness-2023",8.211,2.18,10.391,0.155,-0.049,"DEJU","DEJU_015-O","DEJU_015","O",NA,1.173125,1.173125,10000,3e+05,351937.5,3656982.5625,36569825625,36569.825625,36.569825625
"124",124,124,"DEJU_015-O-37-30-20180619","2018-06-20 01:22:00","DEJU_015-O-37-30",3.829,0.85,4.679,-0.193,-0.025,"DEJU","DEJU_015-O","DEJU_015","O",NA,1.173125,1.173125,10000,3e+05,351937.5,1646715.5625,16467155625,16467.155625,16.467155625
"125",125,125,"DEJU_015-O-41-20230629","2023-06-29 20:10:00","DEJU_015-O-41-peakGreenness-2023",4.417,1.275,5.692,-0.067,-0.025,"DEJU","DEJU_015-O","DEJU_015","O",NA,1.173125,1.173125,10000,3e+05,351937.5,2003228.25,20032282500,20032.2825,20.0322825
"126",126,126,"DEJU_045-M-21-20230626","2023-06-26 17:32:00","DEJU_045-M-21-peakGreenness-2023",0.522,3.031,3.553,-0.047,-0.059,"DEJU","DEJU_045-M","DEJU_045","M",NA,1.173125,1.173125,10000,3e+05,351937.5,1250433.9375,12504339375,12504.339375,12.504339375
"127",127,127,"DEJU_045-M-23-20230626","2023-06-26 18:52:00","DEJU_045-M-23-peakGreenness-2023",0.321,2.661,2.982,-0.041,-0.061,"DEJU","DEJU_045-M","DEJU_045","M",NA,1.173125,1.173125,10000,3e+05,351937.5,1049477.625,10494776250,10494.77625,10.49477625
"128",128,128,"DEJU_045-M-33.5-0-20180621","2018-06-21 21:14:00","DEJU_045-M-33.5-0",0.303,0.518,0.821,-0.026,-0.026,"DEJU","DEJU_045-M","DEJU_045","M",NA,1.173125,1.173125,10000,3e+05,351937.5,288940.6875,2889406875,2889.406875,2.889406875
"129",129,129,"DEJU_045-M-37.5-28-20180621","2018-06-21 21:49:00","DEJU_045-M-37.5-28",0.103,2.441,2.543,-0.005,-0.016,"DEJU","DEJU_045-M","DEJU_045","M",NA,1.173125,1.173125,10000,3e+05,351937.5,894977.0625,8949770625,8949.770625,8.949770625
"130",130,130,"DEJU_045-M-41-20230626","2023-06-26 20:48:00","DEJU_045-M-41-peakGreenness-2023",0.815,1.401,2.216,-0.048,-0.037,"DEJU","DEJU_045-M","DEJU_045","M",NA,1.173125,1.173125,10000,3e+05,351937.5,779893.5,7798935000,7798.935,7.798935
"131",131,131,"DEJU_045-O-21-20230626","2023-06-26 17:32:00","DEJU_045-O-21-peakGreenness-2023",2.68,5.338,8.018,-0.202,-0.141,"DEJU","DEJU_045-O","DEJU_045","O",NA,1.173125,1.173125,10000,3e+05,351937.5,2821834.875,28218348750,28218.34875,28.21834875
"132",132,132,"DEJU_045-O-33.5-0-20180621","2018-06-21 21:02:00","DEJU_045-O-33.5-0",0.792,0.406,1.198,-0.013,0.009,"DEJU","DEJU_045-O","DEJU_045","O",NA,1.173125,1.173125,10000,3e+05,351937.5,421621.125,4216211250,4216.21125,4.21621125
"133",133,133,"DEJU_045-O-37.5-28-20180621","2018-06-21 21:35:00","DEJU_045-O-37.5-28",NA,NA,NA,NA,NA,"DEJU","DEJU_045-O","DEJU_045","O",NA,1.173125,1.173125,10000,3e+05,351937.5,NA,NA,NA,NA
"134",134,134,"DEJU_045-O-41-20230626","2023-06-26 20:15:00","DEJU_045-O-41-peakGreenness-2023",1.269,3.193,4.463,-0.061,-0.067,"DEJU","DEJU_045-O","DEJU_045","O",NA,1.173125,1.173125,10000,3e+05,351937.5,1570697.0625,15706970625,15706.970625,15.706970625
"135",135,135,"DEJU_045-O-7.5-30-20180621","2018-06-21 22:21:00","DEJU_045-O-7.5-30",0.726,0.431,1.156,-0.016,0.002,"DEJU","DEJU_045-O","DEJU_045","O",NA,1.173125,1.173125,10000,3e+05,351937.5,406839.75,4068397500,4068.3975,4.0683975
"136",136,136,"DEJU_046-M-2.5-20.5-20180621","2018-06-21 23:54:00","DEJU_046-M-2.5-20.5",1.256,2.295,3.551,-0.159,-0.105,"DEJU","DEJU_046-M","DEJU_046","M",NA,1.173125,1.173125,10000,3e+05,351937.5,1249730.0625,12497300625,12497.300625,12.497300625
"137",137,137,"DEJU_046-M-21-20230626","2023-06-26 23:48:00","DEJU_046-M-21-peakGreenness-2023",0.585,3.88,4.465,-0.038,-0.057,"DEJU","DEJU_046-M","DEJU_046","M",NA,1.173125,1.173125,10000,3e+05,351937.5,1571400.9375,15714009375,15714.009375,15.714009375
"138",138,138,"DEJU_046-M-32.5-5-20180621","2018-06-21 23:16:00","DEJU_046-M-32.5-5",0.239,0.044,0.282,0.04,0.011,"DEJU","DEJU_046-M","DEJU_046","M",NA,1.173125,1.173125,10000,3e+05,351937.5,99246.375,992463750,992.46375,0.99246375
"139",139,139,"DEJU_046-M-39-20230626","2023-06-26 22:38:00","DEJU_046-M-39-peakGreenness-2023",1.042,4.931,5.973,-0.108,-0.095,"DEJU","DEJU_046-M","DEJU_046","M",NA,1.173125,1.173125,10000,3e+05,351937.5,2102122.6875,21021226875,21021.226875,21.021226875
"140",140,140,"DEJU_046-M-41-20230626","2023-06-26 21:39:00","DEJU_046-M-41-peakGreenness-2023",1.153,1.262,2.414,0.148,0.085,"DEJU","DEJU_046-M","DEJU_046","M",NA,1.173125,1.173125,10000,3e+05,351937.5,849577.125,8495771250,8495.77125,8.49577125
"141",141,141,"DEJU_046-O-15-0-20180621","2018-06-21 23:20:00","DEJU_046-O-15-0",0.982,0.756,1.738,-0.075,-0.036,"DEJU","DEJU_046-O","DEJU_046","O",NA,1.173125,1.173125,10000,3e+05,351937.5,611667.375,6116673750,6116.67375,6.11667375
"142",142,142,"DEJU_046-O-2.5-20.5-20180621","2018-06-21 23:41:00","DEJU_046-O-2.5-20.5",0,0.048,0.048,0.03,0.03,"DEJU","DEJU_046-O","DEJU_046","O",NA,1.173125,1.173125,10000,3e+05,351937.5,16893,168930000,168.93,0.16893
"143",143,143,"DEJU_046-O-21-20230626","2023-06-26 23:44:00","DEJU_046-O-21-peakGreenness-2023",3.793,2.333,6.126,-0.147,-0.061,"DEJU","DEJU_046-O","DEJU_046","O",NA,1.173125,1.173125,10000,3e+05,351937.5,2155969.125,21559691250,21559.69125,21.55969125
"144",144,144,"DEJU_046-O-32.5-5-20180621","2018-06-21 23:08:00","DEJU_046-O-32.5-5",0.481,0.466,0.948,0.023,-0.009,"DEJU","DEJU_046-O","DEJU_046","O",NA,1.173125,1.173125,10000,3e+05,351937.5,333636.75,3336367500,3336.3675,3.3363675
"145",145,145,"DEJU_046-O-39-20230626","2023-06-26 22:38:00","DEJU_046-O-39-peakGreenness-2023",2.749,4.502,7.251,0.017,-0.092,"DEJU","DEJU_046-O","DEJU_046","O",NA,1.173125,1.173125,10000,3e+05,351937.5,2551898.8125,25518988125,25518.988125,25.518988125
"146",146,146,"DEJU_046-O-41-20230626","2023-06-26 21:39:00","DEJU_046-O-41-peakGreenness-2023",3.728,3.663,7.391,-0.015,-0.091,"DEJU","DEJU_046-O","DEJU_046","O",NA,1.173125,1.173125,10000,3e+05,351937.5,2601170.0625,26011700625,26011.700625,26.011700625
"147",147,147,"DEJU_047-M-2.5-32.5-20180621","2018-06-21 19:20:00","DEJU_047-M-2.5-32.5",0.688,0.465,1.152,-0.02,-0.006,"DEJU","DEJU_047-M","DEJU_047","M",NA,1.173125,1.173125,10000,3e+05,351937.5,405432,4054320000,4054.32,4.05432
"148",148,148,"DEJU_047-M-21-20230626","2023-06-26 22:19:00","DEJU_047-M-21-peakGreenness-2023",0.747,2.74,3.487,-0.065,-0.058,"DEJU","DEJU_047-M","DEJU_047","M",NA,1.173125,1.173125,10000,3e+05,351937.5,1227206.0625,12272060625,12272.060625,12.272060625
"149",149,149,"DEJU_047-M-39-20230626","2023-06-26 23:11:00","DEJU_047-M-39-peakGreenness-2023",0.717,3.54,4.257,-0.092,-0.087,"DEJU","DEJU_047-M","DEJU_047","M",NA,1.173125,1.173125,10000,3e+05,351937.5,1498197.9375,14981979375,14981.979375,14.981979375
